record_id,year,state,district,season,crop_type,sowing_date,seed_variety,area_sown_hectares,irrigation_type,rainfall_mm,temperature_min_c,temperature_max_c,temperature_avg_c,humidity_pct,growing_season_days,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_type,soil_moisture_pct,previous_yield_tonnes_ha,yield_trend_pct_yoy,ndvi,yield_tonnes_per_hectare
AGRI-08535,2019,Karnataka,Kalaburagi,Rabi,Wheat,2019-12-08,GW-322,0.62,Rainfed,539.1,16.4,30.8,21.6,51.8,131,6.75,103.5,29.9,33.8,Clay Loam,32.1,2.75,7.8,0.549,2.31
AGRI-08536,2019,Madhya Pradesh,Ujjain,Kharif,Groundnut,2019-07-13,TG-37A,1.01,Irrigated,219.7,15,31.1,24.5,44.4,140,7.01,77.2,44.1,86.5,Loamy,65,2.24,2.5,0.634,0.5
AGRI-08537,2022,Madhya Pradesh,Ujjain,Kharif,Rice,2022-06-27,BPT-5204,8.18,Rainfed,1199.5,21,36.6,28.4,72.1,116,6.72,130.3,57.9,81.3,Silty Loam,29.8,5.02,5.7,0.682,3.6
AGRI-08538,2020,Maharashtra,Nagpur,Kharif,Soybean,2020-07-14,JS-335,1.25,Irrigated,847.6,19.6,35,27.9,75.4,121,5.83,67.6,30.6,84.7,Sandy Loam,29.9,1.55,0.7,0.713,1.2
AGRI-08539,2022,Rajasthan,Bikaner,Kharif,Cotton,2022-07-24,Bt-Cotton,11.07,Irrigated,869.3,17.5,33,23.5,50.7,177,6.49,62.9,80.1,47.9,Alluvial,48.6,2.08,0.3,0.581,1.43
AGRI-08540,2024,Gujarat,Ahmedabad,Kharif,Cotton,2024-06-01,Bunny-Bt,5.58,Irrigated,672.5,19.6,36.1,27.2,58.2,184,7.23,140.6,43.2,137.5,Alluvial,36.4,2.31,7.2,0.635,1.85
AGRI-08541,2025,Punjab,Bathinda,Rabi,Wheat,2025-11-14,HD-3086,0.65,Irrigated,442.1,17.5,34.2,25.7,51.6,147,6.35,103.7,61.4,65.4,Clay Loam,39.4,3.07,-2.8,0.865,3.01
AGRI-08542,2024,Maharashtra,Kolhapur,Rabi,Wheat,2024-11-01,HD-3086,3.71,Rainfed,559.8,19.1,36,25.6,64.7,131,7.08,68.6,18.1,77.8,Clay Loam,45.1,3.9,8,0.469,2.01
AGRI-08543,2020,Madhya Pradesh,Bhopal,Rabi,Wheat,2020-11-18,HD-2967,2.31,Rainfed,538.3,14,27.5,20.1,63.5,133,6.99,62.1,28.9,55.9,Loamy,28.9,4.12,3.8,0.759,2.51
AGRI-08544,2023,Maharashtra,Nashik,Kharif,Groundnut,2023-06-05,GG-20,0.95,Irrigated,515.1,20.4,34.4,27.2,69.6,117,6.7,132.7,33.4,29,Red Loam,43.1,1.43,-5.4,0.644,1.59
AGRI-08545,2023,Karnataka,Mysuru,Kharif,Rice,2023-07-22,Swarna,3.47,Rainfed,1418.3,27.6,43.1,36.7,79.1,126,5.07,102.2,28.2,35.8,Clay Loam,30.2,3.79,-2.1,0.687,1.28
AGRI-08546,2017,Karnataka,Belagavi,Kharif,Cotton,2017-06-27,Bt-Cotton,4.62,Rainfed,1013.3,17.4,33.8,25.3,63.4,172,6.6,167.2,63.6,58.9,Alluvial,24,1.92,5.2,0.65,1.33
AGRI-08547,2019,Gujarat,Junagadh,Rabi,Wheat,2019-10-28,GW-322,5.43,Rainfed,587,18.4,31.2,24,49.6,121,6.38,61.4,52.2,37.6,Clay Loam,28.5,3.39,-5.8,0.564,1.77
AGRI-08548,2024,Rajasthan,Bikaner,Kharif,Soybean,2024-07-30,JS-335,1.61,Irrigated,1186.5,16.8,32.7,25.5,65.2,113,6.34,155.9,47.1,30.4,Loamy,32.7,1.6,-4.4,0.505,0.88
AGRI-08549,2019,Gujarat,Ahmedabad,Kharif,Soybean,2019-06-09,JS-335,2.21,Irrigated,1057.6,14.7,33.3,22.9,49.8,114,6.7,115.3,52.8,36.8,Black,45.3,1.66,-1.2,0.598,1
AGRI-08550,2020,Punjab,Patiala,Rabi,Maize,2020-12-09,DHM-117,15.84,Drip Irrigated,806.9,15.6,30,24,75.2,111,7.01,117.6,58.9,73.9,Sandy Loam,45.6,4.73,-3.6,0.802,3.85
AGRI-08551,2025,Gujarat,Junagadh,Kharif,Soybean,2025-06-07,NRC-86,0.97,Rainfed,947.3,14.8,31.5,22.9,65,122,7.08,130.5,67.1,28.1,Black,31.8,1.9,0.1,0.741,1.33
AGRI-08552,2017,Karnataka,Kalaburagi,Kharif,Rice,2017-06-26,Swarna,0.99,Irrigated,1389.2,17.5,32.7,25.7,73.2,150,5.13,78.3,8,8,Silty Loam,39.3,3.43,3.9,0.654,2.22
AGRI-08553,2017,Maharashtra,Jalgaon,Kharif,Groundnut,2017-06-10,Kadiri-6,11.95,Rainfed,621.2,18.3,33.3,23.7,66.8,128,7.49,97.2,56.3,65.3,Red Loam,40.9,2.32,-4.2,0.546,1.29
AGRI-08554,2017,Punjab,Ludhiana,Kharif,Soybean,2017-06-28,JS-335,11.96,Rainfed,1247.4,17.5,32.1,24.2,61.5,90,6.86,172,45.8,37.8,Sandy Loam,31,1.67,-3.1,0.529,0.64
AGRI-08555,2017,Rajasthan,Udaipur,Rabi,Groundnut,2017-12-11,Kadiri-6,19.97,Rainfed,677.2,20.8,35.4,28,59.5,126,5.8,65.8,68.7,111,Sandy Loam,24.2,2.52,-9,0.579,1.16
AGRI-08556,2019,Punjab,Bathinda,Rabi,Wheat,2019-12-06,GW-322,9.77,Rainfed,722.5,15.1,30.7,20.3,44.9,115,5.9,143.6,70.4,90.7,Loamy,22.3,2.29,9.1,0.598,2.01
AGRI-08557,2019,Punjab,Amritsar,Kharif,Groundnut,2019-06-17,Kadiri-6,0.96,Irrigated,650,17.3,28.4,22.4,54.9,130,6.38,78.5,46.7,62.1,Red Loam,44.6,2.47,17.8,0.554,1.83
AGRI-08558,2024,Madhya Pradesh,Sagar,Kharif,Cotton,2024-06-22,RCH-2,9.63,Drip Irrigated,386.3,17.9,35.7,25.8,49.4,155,6.85,105.4,44.1,16.1,Sandy Loam,40.5,2.16,5.4,0.69,1.42
AGRI-08559,2018,Madhya Pradesh,Indore,Kharif,Rice,2018-06-19,Pusa-44,1.01,Irrigated,1249.4,19,34,27.8,86.7,112,5.21,93.7,72.9,70.9,Silty Loam,49.8,2.63,4.3,0.431,2.23
AGRI-08560,2021,Maharashtra,Jalgaon,Kharif,Rice,2021-07-18,Swarna,5.95,Irrigated,985.9,20.8,35.4,27.7,80.8,146,4.86,113,37.7,33.4,Clay,42.7,3.08,8.5,0.603,1.96
AGRI-08561,2018,Punjab,Amritsar,Kharif,Rice,2018-06-09,Swarna,1.16,Irrigated,1188.4,22,39.6,29.3,59.1,150,6.6,61.2,98.1,40.2,Silty Loam,47.1,4.92,-2.7,0.761,2.84
AGRI-08562,2018,Gujarat,Kheda,Kharif,Cotton,2018-06-21,Bt-Cotton,11.73,Rainfed,764.6,15.6,32.3,24,58.6,183,6.91,124.8,79,68.1,Sandy Loam,35.4,2.24,0.8,0.692,1.48
AGRI-08563,2023,Karnataka,Mandya,Kharif,Maize,2023-07-12,DHM-117,3.36,Rainfed,519.4,21.3,33.6,27.6,62,106,6.46,29.8,75.5,67.6,Sandy Loam,33.1,3.04,1.4,0.426,2.29
AGRI-08564,2021,Madhya Pradesh,Bhopal,Rabi,Groundnut,2021-11-23,GG-20,7.95,Rainfed,674.2,14.4,33.1,23.1,56,125,7.67,99.5,33.9,28.5,Red Loam,34.6,2.61,7.7,0.631,1.36
AGRI-08565,2019,Maharashtra,Nagpur,Rabi,Wheat,2019-11-24,GW-322,8.27,Rainfed,612.2,18.4,32.1,23.4,42.6,139,5.33,176.5,23.7,29.9,Loamy,20.7,3.7,-4.4,0.71,1.34
AGRI-08566,2019,Karnataka,Mysuru,Rabi,Maize,2019-10-28,DHM-117,7.62,Irrigated,544.5,15.1,30.6,23.9,73.6,96,6.92,106.5,51.5,82.8,Silty Loam,27.2,5.44,-2.7,0.883,3.85
AGRI-08567,2022,Punjab,Amritsar,Rabi,Wheat,2022-12-09,HD-2967,3.9,Irrigated,629.2,11.9,29.3,20.3,41.2,150,8.15,132.3,65.1,9.5,Clay Loam,36.8,2.74,9.4,0.897,1.72
AGRI-08568,2020,Gujarat,Kheda,Kharif,Cotton,2020-06-07,RCH-2,16.76,Irrigated,807.9,13.3,28.3,21.6,52.2,181,7.29,96.7,50.1,35.6,Black,38.8,2.61,3,0.751,1.43
AGRI-08569,2018,Karnataka,Belagavi,Kharif,Cotton,2018-07-27,RCH-2,3.17,Irrigated,864.7,15.9,29.2,23.7,74.4,181,6.76,63.9,26.6,37.4,Alluvial,32.9,2.56,12.6,0.725,1.41
AGRI-08570,2021,Karnataka,Mysuru,Kharif,Maize,2021-07-23,DHM-117,22.36,Rainfed,363.2,21.5,35.7,29,56.8,103,5.76,70.6,51.2,73.7,Sandy Loam,31.3,3.52,-18.2,0.608,2.05
AGRI-08571,2021,Karnataka,Kalaburagi,Rabi,Maize,2021-10-23,HQPM-1,8.8,Rainfed,892.8,18.7,35,24.7,66.6,99,6.25,78.7,10.9,44.2,Sandy Loam,21.4,5.44,10.2,0.569,2.67
AGRI-08572,2023,Punjab,Amritsar,Kharif,Cotton,2023-07-23,Bunny-Bt,1.41,Irrigated,889.1,25,38,32.7,64.1,165,6.92,95.6,38.5,53.5,Sandy Loam,45.5,1.61,1.6,0.683,1.37
AGRI-08573,2018,Karnataka,Mandya,Kharif,Cotton,2018-07-13,RCH-2,0.77,Rainfed,828.1,22,37.6,29.4,70.5,174,7.6,89.2,43.4,61.9,Black,26.6,2.01,9,0.714,1.54
AGRI-08574,2019,Gujarat,Junagadh,Kharif,Groundnut,2019-06-01,Kadiri-6,1.47,Rainfed,647,23.6,37,28.8,42.5,116,5.74,67.2,8,30,Red Loam,26.7,1.57,7.5,0.55,0.97
AGRI-08575,2020,Rajasthan,Jodhpur,Kharif,Soybean,2020-06-07,NRC-37,0.87,Rainfed,918.5,14.8,27.1,20.2,58.3,117,7.19,59.4,58.5,43.4,Black,38.6,1.67,4.5,0.488,1.01
AGRI-08576,2018,Punjab,Bathinda,Kharif,Cotton,2018-06-30,Bunny-Bt,17.05,Irrigated,1010.7,19.7,35.9,25.7,59.9,159,6.91,124.2,35.6,15.6,Alluvial,47.7,1.75,5.2,0.5,1.14
AGRI-08577,2023,Punjab,Ludhiana,Kharif,Rice,2023-07-10,BPT-5204,0.51,Irrigated,1307.5,18.7,33.5,27.2,63.9,136,6.45,121.1,49.1,29,Clay Loam,47.6,2.57,5.2,0.639,2.8
AGRI-08578,2021,Karnataka,Mandya,Kharif,Rice,2021-07-19,Pusa-44,7.25,Irrigated,1050.7,18.6,32,25.4,61.8,121,7.07,94.6,50.4,24.5,Clay Loam,33.4,4.75,-8.1,0.768,2.63
AGRI-08579,2017,Punjab,Ludhiana,Kharif,Rice,2017-07-08,BPT-5204,1.5,Rainfed,1302.9,20,37.5,28.5,76.6,111,6.79,108.9,46.6,45.1,Clay,39,3.7,-2.2,0.697,2.76
AGRI-08580,2024,Karnataka,Mysuru,Kharif,Rice,2024-06-18,Pusa-44,2.58,Irrigated,1277.6,27.4,45,34.6,76.8,150,6.71,107.2,47,85.2,Silty Loam,45.8,3.46,0.3,0.595,2.44
AGRI-08581,2021,Maharashtra,Nashik,Kharif,Maize,2021-06-27,HQPM-1,4.63,Irrigated,651.7,21.7,34.9,27.1,49.8,95,7.22,145.2,52.5,19,Silty Loam,39.8,5.76,2.1,0.793,3.87
AGRI-08582,2022,Karnataka,Belagavi,Kharif,Rice,2022-07-09,Swarna,11.78,Irrigated,1036.6,20.7,33.6,25.7,92.1,143,6.48,110.8,46.6,54.3,Clay Loam,40.9,4.58,1.3,0.784,3.4
AGRI-08583,2018,Gujarat,Junagadh,Rabi,Wheat,2018-12-14,GW-322,0.61,Irrigated,570.8,12.3,26.5,18,50.8,124,6.94,193.5,28.8,65.4,Loamy,46.5,4.18,-3.5,0.618,2.7
AGRI-08584,2018,Karnataka,Belagavi,Kharif,Rice,2018-07-28,BPT-5204,0.46,Irrigated,1192.7,21.5,37.5,28.5,77.3,133,6.67,179.1,42.4,70.8,Clay Loam,48.4,3.52,1.8,0.749,3.57
AGRI-08585,2018,Karnataka,Dharwad,Kharif,Maize,2018-06-19,DHM-117,0.45,Rainfed,473.7,16.2,33.6,23.3,85,120,7.7,79.5,32.1,52.5,Silty Loam,37.3,3.42,-0.6,0.644,1.61
AGRI-08586,2017,Gujarat,Banaskantha,Rabi,Maize,2017-11-08,P-3396,6.4,Rainfed,924.3,20.2,38.1,28.6,72.5,130,6.93,36.5,72.5,36.9,Silty Loam,33.6,3.94,3.4,0.506,2.64
AGRI-08587,2025,Karnataka,Belagavi,Rabi,Groundnut,2025-11-30,TG-37A,1.17,Rainfed,615.4,15.7,31.7,24,53.3,127,5.73,60.3,42,88.5,Loamy,32,1.94,9.2,0.438,1.15
AGRI-08588,2019,Punjab,Patiala,Rabi,Wheat,2019-10-22,GW-322,7.71,Drip Irrigated,460,10.9,29.1,20.2,69.2,118,6.45,119.8,48.8,70.8,Loamy,39.9,3.44,7.2,0.612,2.56
AGRI-08589,2023,Karnataka,Mysuru,Kharif,Soybean,2023-07-20,JS-335,0.96,Rainfed,1177.1,20.5,35.7,29.2,69.2,96,7.37,130.7,26.3,66.4,Black,30.6,1.69,-3.1,0.743,0.87
AGRI-08590,2018,Punjab,Jalandhar,Kharif,Soybean,2018-07-23,NRC-37,4.36,Rainfed,985.5,18.5,34.5,27.4,64.4,112,7.03,104.5,47,58.4,Black,41,1.41,-2.6,0.377,0.95
AGRI-08591,2019,Karnataka,Belagavi,Rabi,Groundnut,2019-12-01,Kadiri-6,16.64,Rainfed,435.8,24.4,35,29.6,57.2,100,6.06,94.6,29.2,30.4,Sandy Loam,30.2,1.69,-8.3,0.651,1.2
AGRI-08592,2018,Rajasthan,Bikaner,Rabi,Wheat,2018-12-01,HD-3086,1.1,Drip Irrigated,180,13.3,26.6,18.8,48.3,115,5.83,84.5,21.1,67.1,Loamy,48.7,3.37,8.1,0.781,2.11
AGRI-08593,2022,Gujarat,Ahmedabad,Kharif,Rice,2022-07-27,BPT-5204,0.43,Irrigated,1188,23.1,38.7,30.2,67.6,126,6.48,132.6,49.3,83.7,Silty Loam,37.7,5.09,-8.3,0.752,3.06
AGRI-08594,2020,Karnataka,Mandya,Kharif,Soybean,2020-06-25,NRC-86,17.43,Rainfed,584.1,17,29.5,22.5,57.8,92,7.09,114.5,44.5,74.6,Loamy,34.2,1.85,1.8,0.615,0.98
AGRI-08595,2019,Rajasthan,Jaipur,Rabi,Wheat,2019-12-02,HD-2967,6.61,Rainfed,572,15.6,30,22.3,46.9,142,7.06,95.1,54.2,56.5,Clay Loam,27.1,3.52,10.3,0.616,2.45
AGRI-08596,2019,Karnataka,Kalaburagi,Rabi,Groundnut,2019-12-11,TG-37A,1.76,Irrigated,956.8,19.6,30.9,25.6,61.1,110,6.73,83.2,47.7,33.7,Loamy,42.6,1.97,8.8,0.67,1.27
AGRI-08597,2024,Punjab,Ludhiana,Kharif,Cotton,2024-06-24,Bunny-Bt,1.77,Irrigated,680.3,22.1,37.7,31.5,57.4,186,6.29,107.6,16.4,28.8,Alluvial,50.9,1.89,2,0.621,1.37
AGRI-08598,2018,Madhya Pradesh,Bhopal,Rabi,Wheat,2018-12-09,HD-3086,1.12,Irrigated,460.9,7.8,25.1,17.1,61.5,128,6.63,120.7,60.2,66.2,Clay Loam,33.7,3.43,-1.7,0.568,2.44
AGRI-08599,2021,Punjab,Jalandhar,Kharif,Rice,2021-07-16,Swarna,0.67,Irrigated,1086.9,17.7,33.6,26.4,63.6,148,5.87,61.1,60.2,37.8,Clay,46.4,3.39,3.2,0.727,3.03
AGRI-08600,2017,Rajasthan,Jodhpur,Rabi,Wheat,2017-11-03,HD-2967,5.68,Rainfed,725.2,17,31.5,23.2,51.7,146,6.62,82.9,24.5,47.2,Clay Loam,35.6,3.46,10.3,0.484,1.76
AGRI-08601,2023,Rajasthan,Kota,Kharif,Soybean,2023-06-18,NRC-86,0.47,Irrigated,956.7,19.8,31.5,25.5,86,121,6.44,128.7,65.7,34.9,Sandy Loam,39,1.45,13.3,0.604,1.13
AGRI-08602,2021,Madhya Pradesh,Ujjain,Kharif,Groundnut,2021-07-14,GG-20,7.54,Drip Irrigated,855,18.9,33.3,28,47.5,134,7.05,90.8,56.9,77.7,Loamy,51,1.77,-2.2,0.58,1.46
AGRI-08603,2025,Maharashtra,Nashik,Kharif,Soybean,2025-07-15,NRC-37,0.46,Irrigated,863.6,20.9,33.2,26.7,62.7,118,7.14,48.3,24.3,80.9,Loamy,51.9,1.51,4,0.514,0.91
AGRI-08604,2023,Rajasthan,Udaipur,Kharif,Cotton,2023-06-09,Bt-Cotton,8.22,Drip Irrigated,677.6,16.8,32.4,25.1,48.6,185,7.43,107.7,37,66,Sandy Loam,40.4,2.14,2.9,0.637,1.61
AGRI-08605,2017,Gujarat,Ahmedabad,Rabi,Groundnut,2017-10-29,TG-37A,11.2,Rainfed,579.1,17.9,36.4,27.3,42.2,140,6.72,113.3,63.9,36.1,Sandy Loam,27.7,3.08,11.9,0.367,1.22
AGRI-08606,2017,Madhya Pradesh,Ujjain,Kharif,Cotton,2017-07-28,RCH-2,13.91,Irrigated,553.6,22,38.3,31.1,85,178,7.44,87.1,54.9,29.8,Black,50.6,1.84,-2.8,0.726,0.77
AGRI-08607,2024,Punjab,Jalandhar,Kharif,Cotton,2024-06-09,Bt-Cotton,17.57,Rainfed,585.6,17,34.8,25,70,165,6.92,117.4,66.6,43.8,Black,18.1,2.28,-5.1,0.566,0.97
AGRI-08608,2023,Gujarat,Junagadh,Rabi,Wheat,2023-11-15,HD-2967,1.21,Drip Irrigated,199.8,11.8,23.8,18.7,67.6,139,7.47,140.5,69.7,35.3,Loamy,38.3,3.71,3.1,0.409,2
AGRI-08609,2017,Punjab,Ludhiana,Rabi,Wheat,2017-11-17,HD-2967,3.29,Rainfed,543.4,15.9,33.7,23.7,40.7,115,5.84,47.9,70.5,41.7,Loamy,37.5,3.31,4.3,0.653,1.72
AGRI-08610,2017,Karnataka,Mysuru,Rabi,Wheat,2017-11-08,GW-322,1.31,Drip Irrigated,180,10.4,23.4,16.3,48.1,131,6.83,112.2,83.8,28.4,Clay Loam,44.3,4.84,9.5,0.629,2.12
AGRI-08611,2019,Madhya Pradesh,Ujjain,Kharif,Soybean,2019-06-27,JS-335,16.04,Irrigated,714.3,22.5,35.2,27.8,62.8,113,6.49,181.9,36.6,20.3,Black,42.2,2.33,-15.9,0.676,1.08
AGRI-08612,2023,Punjab,Bathinda,Kharif,Soybean,2023-07-18,NRC-86,0.48,Irrigated,966.9,25,37.2,30.4,52.4,113,7.63,106,22.6,58.6,Loamy,32.5,1.31,-6.8,0.556,0.86
AGRI-08613,2020,Maharashtra,Kolhapur,Kharif,Cotton,2020-06-11,Bt-Cotton,0.42,Drip Irrigated,792.4,15.4,30.1,24.7,79.3,164,8.18,141.8,36.8,82.6,Sandy Loam,30.6,2.53,6.7,0.602,1.08
AGRI-08614,2017,Maharashtra,Nagpur,Kharif,Rice,2017-07-29,Pusa-44,6.85,Drip Irrigated,1185.2,19.6,35.1,28.7,51.8,126,6.52,92.5,48.6,86.5,Clay,30.9,3.25,1.4,0.507,1.59
AGRI-08615,2020,Karnataka,Mandya,Kharif,Maize,2020-07-18,HQPM-1,3.25,Rainfed,378.6,13.3,25.5,20.2,62,127,7.02,137.9,60.7,13.5,Silty Loam,38.5,4.02,2.9,0.817,2.65
AGRI-08616,2020,Karnataka,Mysuru,Kharif,Soybean,2020-07-22,NRC-86,0.9,Irrigated,739.6,22.1,35.9,27.6,74.4,119,6.57,185.9,29.8,71.1,Sandy Loam,38.5,1.97,-2,0.93,1.56
AGRI-08617,2025,Karnataka,Mandya,Kharif,Soybean,2025-07-02,NRC-86,1.62,Rainfed,822.5,15.6,32,22.9,75,122,7.36,48.7,39.3,68.9,Black,41.7,1.32,6.1,0.544,1.08
AGRI-08618,2020,Karnataka,Kalaburagi,Kharif,Groundnut,2020-07-04,TG-37A,1.56,Irrigated,694.4,19.6,35.1,25.7,57.7,123,5.9,134.4,39.2,28.5,Red Loam,48.7,1.67,-8.1,0.49,1.22
AGRI-08619,2022,Punjab,Ludhiana,Kharif,Soybean,2022-06-18,NRC-37,2.32,Rainfed,781.4,17.4,30.3,23.7,81.9,109,6.53,51,35.3,80.5,Loamy,28.4,1.95,-7.9,0.575,0.85
AGRI-08620,2025,Rajasthan,Udaipur,Kharif,Cotton,2025-06-20,Bunny-Bt,1.65,Irrigated,564.7,23.6,36.6,29.3,63.5,163,7.29,29.3,64.8,51.9,Alluvial,47.2,2.65,2.7,0.776,1.61
AGRI-08621,2020,Maharashtra,Nashik,Kharif,Soybean,2020-06-22,JS-335,2.23,Irrigated,929.7,21.5,34.7,26.7,50.8,109,6.12,89.6,76.9,58.2,Loamy,51.7,1.57,11.3,0.538,1.18
AGRI-08622,2018,Madhya Pradesh,Bhopal,Kharif,Rice,2018-06-24,Pusa-44,16.38,Rainfed,1063.1,20.7,34.7,28.2,72.1,113,7.03,71,46.7,40.6,Clay Loam,22.1,4.08,-5.6,0.601,2.13
AGRI-08623,2022,Karnataka,Mandya,Kharif,Rice,2022-07-02,Swarna,0.47,Rainfed,1351,21.5,39.5,29.4,53.2,127,5.9,131.2,38.2,46.8,Silty Loam,34.1,3.87,1.2,0.591,1.67
AGRI-08624,2024,Madhya Pradesh,Ujjain,Rabi,Maize,2024-10-17,HQPM-1,0.44,Rainfed,885.9,18.5,33.9,26,67.4,104,7.38,47.6,46.7,37.5,Sandy Loam,29.1,3.73,21.9,0.571,3.04
AGRI-08625,2023,Maharashtra,Pune,Kharif,Groundnut,2023-06-11,TG-37A,0.41,Irrigated,533.5,16.3,35.6,25.4,69.6,104,5.88,93,64.1,85.1,Sandy Loam,28.9,2.73,4,0.598,1.68
AGRI-08626,2023,Maharashtra,Kolhapur,Rabi,Wheat,2023-11-13,HD-3086,1.61,Irrigated,393.7,17.4,34.2,26.3,68.1,117,6.74,108.2,31.6,98.6,Clay Loam,40.6,4.37,9.5,0.613,2.61
AGRI-08627,2019,Maharashtra,Nagpur,Kharif,Maize,2019-07-22,P-3396,1.06,Irrigated,679.2,15.7,32,24.5,61.6,112,7.49,104.8,41,78.7,Sandy Loam,31.3,4.3,12.5,0.858,4.54
AGRI-08628,2022,Rajasthan,Jaipur,Kharif,Cotton,2022-07-01,RCH-2,16.65,Rainfed,669.5,14.7,27.6,22.4,70.3,178,7.25,71.1,51.1,39.7,Alluvial,37.3,1.68,4.6,0.445,1.05
AGRI-08629,2018,Punjab,Patiala,Kharif,Soybean,2018-06-10,NRC-37,17.88,Drip Irrigated,909.6,17,36.4,26,87.8,116,7.48,55.2,40.8,70.4,Sandy Loam,29.2,1.27,-4.7,0.641,0.89
AGRI-08630,2021,Karnataka,Belagavi,Kharif,Cotton,2021-07-24,Bunny-Bt,0.54,Irrigated,499.4,19.6,35.4,27.5,57.4,180,6.94,139.6,69.3,52.1,Alluvial,37.3,1.21,-8.4,0.856,1.5
AGRI-08631,2017,Karnataka,Belagavi,Kharif,Soybean,2017-07-01,NRC-37,0.53,Irrigated,872.3,16.8,29.1,23.4,77.9,101,6.7,89.8,36.5,76.2,Sandy Loam,40.8,2.15,9.7,0.608,1.42
AGRI-08632,2020,Gujarat,Banaskantha,Kharif,Cotton,2020-07-28,Bunny-Bt,4.4,Drip Irrigated,761.3,21.9,34.3,27.2,64.2,188,7.04,108,33.7,43.9,Sandy Loam,42.6,1.96,-6.3,0.738,1.47
AGRI-08633,2017,Rajasthan,Bikaner,Kharif,Groundnut,2017-06-19,GG-20,8.65,Irrigated,778.6,20.6,36.4,26.8,54.3,104,7.08,125.4,10.3,82.4,Red Loam,35.4,2.12,-11.8,0.603,1.48
AGRI-08634,2017,Gujarat,Kheda,Kharif,Cotton,2017-07-05,Bunny-Bt,8.42,Irrigated,545.7,15.5,29.7,22.9,68.8,164,6.6,99.6,63.4,8,Black,35.3,2.01,0.9,0.64,1.32
AGRI-08635,2023,Karnataka,Belagavi,Kharif,Groundnut,2023-06-24,TG-37A,19.32,Rainfed,633.2,17.5,33.8,23.9,57.4,120,6.81,134.9,47.5,89.6,Loamy,36.8,2.44,-5.5,0.508,1.45
AGRI-08636,2023,Karnataka,Mandya,Kharif,Maize,2023-06-13,HQPM-1,14.63,Drip Irrigated,613.5,19,33.1,26.8,64.9,123,6.31,163.8,48.4,9.3,Sandy Loam,49.5,3.5,3,0.696,3.56
AGRI-08637,2022,Karnataka,Dharwad,Rabi,Wheat,2022-11-05,GW-322,1.4,Drip Irrigated,562.7,16.3,29.7,22.1,73.6,139,6.87,88.8,55.4,54.3,Clay Loam,39.1,3.16,-1.7,0.727,2.34
AGRI-08638,2019,Gujarat,Junagadh,Rabi,Wheat,2019-11-02,GW-322,2.48,Drip Irrigated,719.4,13.7,27.4,22.1,62.5,150,7.21,112,72.4,53.8,Clay Loam,30.7,3.32,7.9,0.696,2.72
AGRI-08639,2023,Gujarat,Banaskantha,Rabi,Groundnut,2023-11-02,GG-20,5.41,Irrigated,223.1,12.7,27.8,18.6,58.7,120,5.7,83.2,64.5,92.1,Sandy Loam,29.8,2.26,-0.8,0.718,0.66
AGRI-08640,2023,Karnataka,Dharwad,Kharif,Groundnut,2023-07-04,Kadiri-6,0.46,Irrigated,719.1,16.4,31.8,22.3,50.8,138,6.51,107.3,33,52.6,Loamy,46.7,1.89,-1.3,0.624,1.55
AGRI-08641,2020,Rajasthan,Jodhpur,Kharif,Rice,2020-07-15,Swarna,12.82,Drip Irrigated,1129.8,18.5,32.4,27.1,67,139,6.8,67.1,42,57.4,Clay Loam,43.3,5.13,2,0.788,3.44
AGRI-08642,2025,Maharashtra,Jalgaon,Rabi,Wheat,2025-11-24,HD-2967,14.34,Drip Irrigated,479.1,14.6,28.8,21.4,39.1,143,6.54,93.2,47.1,47.5,Loamy,39.6,3.89,4.9,0.794,2.52
AGRI-08643,2017,Maharashtra,Kolhapur,Kharif,Cotton,2017-07-27,RCH-2,1.08,Irrigated,739.1,18.4,31.8,26,59.8,164,7.66,94.8,58.4,69.5,Black,53.5,2.09,10.2,0.716,1.53
AGRI-08644,2019,Madhya Pradesh,Jabalpur,Kharif,Rice,2019-07-04,Swarna,1.03,Rainfed,995.1,18.4,32.8,24,78,142,6.62,88.1,55.1,62.6,Silty Loam,32.5,4.9,-8.9,0.611,2.57
AGRI-08645,2021,Rajasthan,Jodhpur,Kharif,Maize,2021-07-06,P-3396,8.05,Drip Irrigated,648.4,23.5,38.1,30.4,51.3,122,5.9,61.9,39.9,77.4,Sandy Loam,31.6,6.04,-6.3,0.694,3.13
AGRI-08646,2020,Maharashtra,Pune,Rabi,Wheat,2020-11-15,HD-2967,0.58,Rainfed,457.7,17.4,30.4,25.1,35.7,130,5.98,65.4,23.3,54.9,Loamy,27.3,3.86,-0.4,0.6,1.42
AGRI-08647,2024,Karnataka,Kalaburagi,Kharif,Rice,2024-07-14,Swarna,12.31,Irrigated,1479.8,22.9,35.9,29.4,81.2,136,5.71,77.2,70.2,31.7,Clay,54.6,4.38,4.8,0.723,2.44
AGRI-08648,2022,Karnataka,Belagavi,Rabi,Wheat,2022-12-14,GW-322,0.98,Irrigated,502.6,13.2,31.8,22,58,137,6.06,126.5,89.7,53.4,Loamy,47.3,4.2,6.7,0.52,3.08
AGRI-08649,2025,Punjab,Bathinda,Rabi,Groundnut,2025-11-23,GG-20,14.48,Rainfed,806.3,17.8,28.6,23.4,59.3,130,6.58,45.6,31.8,55.2,Loamy,30.5,2.28,-10,0.466,1.03
