year,state,district,season,crop_type,seed_variety,area_sown_hectares,irrigation_type,rainfall_mm,temperature_min_c,temperature_max_c,temperature_avg_c,humidity_pct,growing_season_days,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_type,soil_moisture_pct,previous_yield_tonnes_ha,yield_trend_pct_yoy,ndvi,yield_tonnes_per_hectare,sowing_year,sowing_month,sowing_day,sowing_day_of_year,temperature_range_c,rainfall_per_day,total_npk_kg_ha,np_ratio,kn_ratio
2017,Karnataka,Belagavi,Rabi,Wheat,GW-322,0.45,Rainfed,508.2,14.2,28.8,20.4,63.0,139,6.97,57.4,21.6,75.9,Loamy,28.9,3.71,-1.5,0.77,2.5,2017,11,7,311,14.600000000000001,3.656115107913669,154.9,2.657407407407407,1.3222996515679444
2019,Maharashtra,Pune,Rabi,Wheat,HD-2967,0.69,Rainfed,599.9,12.5,29.3,19.0,57.8,124,8.01,103.6,59.1,29.5,Loamy,31.5,3.19,3.9,0.589,1.76,2019,12,7,341,16.8,4.837903225806452,192.2,1.7529610829103213,0.2847490347490348
2020,Karnataka,Mandya,Kharif,Soybean,NRC-37,8.96,Drip Irrigated,878.7,19.5,34.2,27.7,70.7,90,6.79,116.7,41.7,28.8,Black,36.1,1.18,-2.8,0.735,1.28,2020,7,23,205,14.700000000000003,9.763333333333334,187.20000000000002,2.7985611510791366,0.2467866323907455
2020,Maharashtra,Pune,Kharif,Cotton,RCH-2,4.47,Irrigated,839.1,17.1,35.2,24.8,72.0,174,7.65,109.3,52.0,71.3,Alluvial,48.5,2.26,-3.0,0.581,1.45,2020,6,8,160,18.1,4.822413793103449,232.60000000000002,2.101923076923077,0.6523330283623056
2018,Punjab,Patiala,Kharif,Rice,Pusa-44,8.59,Rainfed,1215.4,24.2,40.6,32.5,87.6,147,6.25,99.5,85.8,39.6,Clay Loam,36.0,4.19,-6.3,0.641,2.71,2018,6,13,164,16.400000000000002,8.268027210884354,224.9,1.1596736596736597,0.39798994974874374
2023,Rajasthan,Jodhpur,Kharif,Rice,Pusa-44,10.99,Irrigated,1082.3,22.3,36.3,30.5,92.3,112,5.98,115.0,76.3,50.5,Clay Loam,41.4,4.66,10.1,0.713,3.39,2023,6,21,172,13.999999999999996,9.663392857142856,241.8,1.507208387942333,0.4391304347826087
2025,Maharashtra,Kolhapur,Kharif,Rice,Pusa-44,1.51,Rainfed,919.0,21.9,39.4,30.1,85.1,121,5.93,127.7,8.0,8.0,Silty Loam,19.6,4.32,3.3,0.558,2.13,2025,7,9,190,17.5,7.595041322314049,143.7,15.9625,0.06264682850430697
2023,Gujarat,Surat,Kharif,Maize,DHM-117,18.26,Drip Irrigated,706.5,22.3,38.2,28.0,66.3,115,5.72,128.3,52.5,110.6,Loamy,41.2,4.39,-5.7,0.703,3.08,2023,7,30,211,15.900000000000002,6.143478260869565,291.4,2.443809523809524,0.8620420888542477
2018,Gujarat,Banaskantha,Kharif,Maize,P-3396,23.77,Irrigated,769.2,19.7,34.0,26.6,46.3,121,5.72,142.7,54.4,86.7,Silty Loam,46.4,4.23,-7.6,0.808,2.86,2018,6,24,175,14.3,6.3570247933884305,283.8,2.6231617647058822,0.6075683251576736
2022,Madhya Pradesh,Jabalpur,Kharif,Groundnut,GG-20,0.77,Drip Irrigated,794.6,18.8,36.5,26.2,60.3,121,6.98,156.0,15.6,56.9,Loamy,42.1,2.0,-15.9,0.669,1.57,2022,7,1,182,17.7,6.56694214876033,228.5,10.0,0.3647435897435897
2021,Karnataka,Mandya,Kharif,Cotton,RCH-2,3.89,Irrigated,735.5,22.9,37.9,28.2,56.4,150,7.09,130.9,52.1,53.6,Sandy Loam,38.3,2.13,3.6,0.829,1.68,2021,6,27,178,15.0,4.903333333333333,236.6,2.5124760076775434,0.4094728800611154
2024,Punjab,Bathinda,Kharif,Groundnut,GG-20,16.82,Rainfed,1064.4,23.1,35.5,28.8,68.5,113,6.56,122.7,66.4,82.0,Sandy Loam,26.5,2.58,3.3,0.602,1.12,2024,7,6,188,12.399999999999999,9.419469026548674,271.1,1.8478915662650601,0.6682966585167074
2017,Punjab,Amritsar,Kharif,Soybean,NRC-86,0.54,Rainfed,919.4,22.2,33.9,28.8,77.7,95,6.89,55.7,39.3,37.6,Loamy,29.2,1.4,-7.0,0.754,0.97,2017,7,29,210,11.7,9.677894736842106,132.6,1.4173027989821885,0.6750448833034112
2021,Gujarat,Ahmedabad,Kharif,Cotton,Bt-Cotton,6.8,Irrigated,765.6,16.8,35.3,26.0,58.0,158,7.09,90.3,71.0,57.1,Black,41.4,2.22,6.9,0.519,1.53,2021,7,26,207,18.499999999999996,4.845569620253165,218.4,1.2718309859154928,0.6323366555924695
2019,Karnataka,Belagavi,Rabi,Groundnut,Kadiri-6,4.68,Drip Irrigated,566.1,23.3,39.2,31.8,50.7,111,7.01,128.2,27.5,16.0,Loamy,33.8,3.33,0.1,0.78,1.66,2019,10,15,288,15.900000000000002,5.1000000000000005,171.7,4.661818181818181,0.12480499219968799
2025,Punjab,Patiala,Kharif,Soybean,NRC-86,1.02,Rainfed,781.7,15.5,31.8,24.6,62.0,102,6.91,102.8,54.0,49.8,Sandy Loam,14.4,2.14,-7.2,0.666,0.79,2025,7,6,187,16.3,7.663725490196079,206.60000000000002,1.9037037037037037,0.48443579766536965
2024,Punjab,Patiala,Kharif,Cotton,Bunny-Bt,16.43,Irrigated,986.0,22.1,39.7,29.6,45.3,150,6.77,44.1,67.3,67.4,Sandy Loam,49.5,1.84,-3.9,0.679,1.19,2024,6,23,175,17.6,6.573333333333333,178.8,0.6552748885586924,1.528344671201814
2023,Maharashtra,Nagpur,Rabi,Wheat,GW-322,4.31,Irrigated,322.6,14.3,25.9,19.4,69.0,138,6.15,136.1,35.8,35.5,Clay Loam,38.2,2.78,1.7,0.567,2.13,2023,10,29,302,11.599999999999998,2.33768115942029,207.39999999999998,3.8016759776536313,0.26083761939750183
2025,Gujarat,Junagadh,Rabi,Groundnut,GG-20,5.27,Irrigated,749.4,21.4,38.3,29.5,52.0,102,7.12,107.3,74.7,27.7,Red Loam,39.6,2.87,1.1,0.583,1.81,2025,11,17,321,16.9,7.347058823529411,209.7,1.436412315930388,0.2581547064305685
2020,Karnataka,Kalaburagi,Kharif,Cotton,Bunny-Bt,0.54,Rainfed,188.3,18.3,33.2,26.0,42.8,188,6.88,53.1,55.1,42.1,Black,25.5,2.05,-4.3,0.581,0.61,2020,6,19,171,14.900000000000002,1.0015957446808512,150.3,0.9637023593466425,0.792843691148776
2022,Gujarat,Surat,Rabi,Wheat,HD-2967,10.99,Rainfed,272.3,18.7,30.0,24.6,47.9,139,6.93,90.0,49.7,28.4,Loamy,31.7,4.55,-8.7,0.592,1.7,2022,11,8,312,11.3,1.9589928057553958,168.1,1.8108651911468812,0.31555555555555553
2021,Punjab,Bathinda,Kharif,Cotton,Bunny-Bt,4.96,Irrigated,563.6,18.2,30.0,24.8,48.1,182,5.02,106.8,52.9,38.9,Alluvial,49.3,1.84,6.1,0.682,0.91,2021,6,10,161,11.8,3.096703296703297,198.6,2.01890359168242,0.3642322097378277
2020,Madhya Pradesh,Jabalpur,Rabi,Groundnut,TG-37A,1.69,Rainfed,931.8,21.6,38.6,30.6,51.0,139,5.95,106.5,27.8,83.6,Red Loam,27.5,2.85,8.7,0.597,1.24,2020,10,17,291,17.0,6.703597122302158,217.9,3.830935251798561,0.7849765258215962
2024,Karnataka,Mandya,Rabi,Groundnut,TG-37A,0.45,Drip Irrigated,718.3,14.8,33.1,23.1,74.6,111,7.69,100.0,52.2,56.2,Sandy Loam,41.4,2.16,-4.6,0.551,1.26,2024,10,22,296,18.3,6.471171171171171,208.39999999999998,1.9157088122605364,0.562
2018,Rajasthan,Bikaner,Kharif,Rice,Pusa-44,8.22,Rainfed,993.7,18.9,31.6,26.4,74.4,126,6.22,123.1,59.1,90.8,Clay Loam,25.4,4.68,-1.2,0.595,2.86,2018,7,5,186,12.700000000000003,7.886507936507937,273.0,2.0829103214890017,0.7376116978066612
2024,Karnataka,Belagavi,Kharif,Rice,Pusa-44,2.59,Drip Irrigated,934.0,24.8,40.5,31.4,76.3,125,5.93,108.3,32.5,27.6,Silty Loam,55.8,3.34,-6.6,0.706,2.04,2024,6,1,153,15.7,7.472,168.4,3.332307692307692,0.2548476454293629
2017,Rajasthan,Jaipur,Kharif,Groundnut,Kadiri-6,7.59,Irrigated,372.4,19.9,35.7,26.5,42.1,131,7.28,88.6,8.0,23.4,Sandy Loam,57.2,3.16,10.4,0.587,0.9,2017,7,13,194,15.800000000000004,2.8427480916030534,120.0,11.075,0.26410835214446954
2025,Punjab,Bathinda,Kharif,Soybean,JS-335,0.66,Rainfed,575.9,19.2,30.1,24.3,52.8,107,6.33,110.3,56.9,59.8,Loamy,51.3,2.2,6.0,0.595,1.01,2025,6,1,152,10.900000000000002,5.3822429906542055,227.0,1.938488576449912,0.5421577515865821
2023,Maharashtra,Pune,Rabi,Groundnut,TG-37A,22.42,Rainfed,898.8,25.9,40.0,31.8,63.9,109,7.62,69.5,63.1,34.8,Red Loam,24.0,3.18,6.4,0.516,1.06,2023,10,29,302,14.100000000000001,8.245871559633027,167.39999999999998,1.1014263074484945,0.5007194244604316
2019,Madhya Pradesh,Sagar,Kharif,Groundnut,GG-20,0.95,Irrigated,779.2,17.4,33.7,24.3,58.6,140,5.81,92.5,35.7,108.1,Red Loam,35.9,1.79,5.8,0.658,1.63,2019,7,15,196,16.300000000000004,5.565714285714286,236.29999999999998,2.591036414565826,1.1686486486486485
2021,Gujarat,Banaskantha,Rabi,Wheat,GW-322,1.19,Irrigated,463.0,14.2,29.8,21.0,68.5,130,6.69,107.6,58.8,51.8,Clay Loam,40.1,3.01,10.8,0.793,3.08,2021,12,6,340,15.600000000000001,3.5615384615384613,218.2,1.8299319727891157,0.48141263940520446
2020,Maharashtra,Nagpur,Kharif,Cotton,RCH-2,0.8,Irrigated,328.5,23.1,40.3,32.4,59.0,155,7.46,95.2,54.3,15.0,Sandy Loam,38.0,1.91,8.4,0.665,1.19,2020,6,1,153,17.199999999999996,2.1193548387096772,164.5,1.7532228360957645,0.15756302521008403
2024,Maharashtra,Jalgaon,Kharif,Groundnut,GG-20,1.32,Rainfed,728.8,20.6,32.4,27.0,56.6,110,7.68,124.2,55.4,65.7,Sandy Loam,22.4,2.78,-13.7,0.679,1.09,2024,6,26,178,11.799999999999997,6.625454545454545,245.3,2.24187725631769,0.5289855072463768
2022,Rajasthan,Bikaner,Kharif,Soybean,JS-335,4.3,Irrigated,757.4,15.6,30.6,22.0,74.6,95,6.07,114.4,52.8,66.8,Loamy,36.9,1.52,5.4,0.833,1.4,2022,7,21,202,15.000000000000002,7.972631578947368,234.0,2.166666666666667,0.5839160839160839
2020,Madhya Pradesh,Jabalpur,Kharif,Soybean,JS-335,10.9,Rainfed,1176.9,14.1,31.8,22.2,56.6,123,6.31,94.7,75.7,37.2,Black,25.0,1.63,-3.1,0.688,0.85,2020,7,8,190,17.700000000000003,9.56829268292683,207.60000000000002,1.2509907529722588,0.39281942977824713
2018,Rajasthan,Jaipur,Rabi,Wheat,GW-322,10.79,Irrigated,580.2,16.0,28.4,23.3,57.3,145,7.74,69.0,68.5,26.8,Clay Loam,39.0,3.34,5.5,0.636,2.28,2018,11,26,330,12.399999999999999,4.001379310344828,164.3,1.0072992700729928,0.3884057971014493
2017,Punjab,Ludhiana,Kharif,Rice,BPT-5204,10.37,Rainfed,940.4,19.8,36.4,27.6,83.2,117,5.06,113.7,57.5,107.9,Clay,26.6,4.63,1.5,0.767,2.52,2017,7,9,190,16.599999999999998,8.037606837606837,279.1,1.9773913043478262,0.9489885664028145
2025,Maharashtra,Nashik,Kharif,Maize,DHM-117,0.66,Drip Irrigated,774.1,15.6,32.7,24.5,73.4,109,6.17,52.4,15.2,43.2,Sandy Loam,35.4,4.99,0.2,0.791,3.16,2025,7,4,185,17.1,7.101834862385322,110.8,3.447368421052632,0.8244274809160306
2017,Gujarat,Kheda,Rabi,Maize,HQPM-1,2.23,Rainfed,723.6,17.4,34.2,23.8,56.3,95,6.39,130.9,44.6,94.8,Silty Loam,23.3,4.79,1.4,0.498,2.64,2017,11,8,312,16.800000000000004,7.616842105263158,270.3,2.9349775784753365,0.7242169595110771
2025,Gujarat,Junagadh,Kharif,Soybean,NRC-86,12.5,Irrigated,401.2,19.7,32.4,25.1,75.4,99,6.26,87.7,70.8,37.1,Sandy Loam,38.9,1.61,-5.5,0.798,0.98,2025,6,27,178,12.7,4.052525252525252,195.6,1.2387005649717515,0.42303306727480045
2022,Madhya Pradesh,Indore,Kharif,Soybean,NRC-37,1.34,Rainfed,684.2,16.6,32.6,25.2,61.3,100,6.83,97.1,68.8,99.6,Sandy Loam,19.3,1.55,9.9,0.533,0.93,2022,7,26,207,16.0,6.8420000000000005,265.5,1.4113372093023255,1.0257466529351185
2021,Gujarat,Ahmedabad,Kharif,Rice,Pusa-44,1.74,Irrigated,1256.2,16.1,29.1,21.5,85.1,139,5.53,87.8,20.4,41.2,Clay,44.1,4.79,-0.3,0.701,2.5,2021,7,6,187,13.0,9.037410071942446,149.39999999999998,4.303921568627451,0.469248291571754
2020,Madhya Pradesh,Ujjain,Kharif,Groundnut,TG-37A,18.31,Irrigated,1121.8,20.6,34.7,27.7,70.2,127,6.77,102.8,52.8,34.5,Red Loam,38.7,3.04,8.1,0.559,1.24,2020,6,2,154,14.100000000000001,8.833070866141732,190.1,1.946969696969697,0.33560311284046696
2024,Karnataka,Belagavi,Rabi,Maize,HQPM-1,12.04,Irrigated,571.3,23.3,37.2,28.7,39.9,102,6.93,80.9,44.4,66.3,Loamy,33.9,2.78,3.3,0.605,2.51,2024,11,12,317,13.900000000000002,5.600980392156862,191.60000000000002,1.8220720720720722,0.8195302843016068
2019,Gujarat,Surat,Rabi,Groundnut,Kadiri-6,8.87,Irrigated,797.1,22.2,35.6,28.5,56.9,133,7.12,161.4,51.5,68.6,Loamy,47.8,2.28,-2.9,0.753,1.72,2019,11,29,333,13.400000000000002,5.993233082706767,281.5,3.133980582524272,0.4250309789343246
2024,Rajasthan,Jodhpur,Kharif,Rice,Swarna,10.03,Rainfed,1240.7,17.1,30.8,24.6,76.9,120,6.58,119.1,75.7,39.8,Silty Loam,26.2,3.66,-11.9,0.646,2.58,2024,7,25,207,13.7,10.339166666666667,234.60000000000002,1.5733157199471597,0.3341729638958858
2022,Gujarat,Kheda,Kharif,Maize,P-3396,1.85,Rainfed,398.6,25.6,37.0,31.7,65.3,121,6.81,147.9,61.1,41.5,Sandy Loam,23.4,5.52,15.9,0.546,2.76,2022,7,16,197,11.399999999999999,3.294214876033058,250.5,2.420621931260229,0.2805949966193374
2021,Gujarat,Junagadh,Kharif,Groundnut,Kadiri-6,0.41,Rainfed,662.9,19.4,33.7,25.5,46.1,140,6.43,97.5,60.5,15.0,Red Loam,29.2,2.95,-1.1,0.544,1.37,2021,7,26,207,14.300000000000004,4.734999999999999,173.0,1.6115702479338843,0.15384615384615385
2019,Rajasthan,Kota,Rabi,Wheat,HD-2967,0.52,Drip Irrigated,283.2,16.9,28.5,23.1,50.1,121,7.33,144.0,35.1,73.3,Clay Loam,25.0,4.02,0.2,0.774,3.13,2019,12,6,340,11.600000000000001,2.340495867768595,252.39999999999998,4.102564102564102,0.5090277777777777
2021,Rajasthan,Jodhpur,Kharif,Rice,Swarna,0.41,Rainfed,1320.3,18.4,33.3,27.6,74.2,131,6.3,60.5,66.8,59.0,Clay Loam,16.0,3.59,6.8,0.598,2.03,2021,6,20,171,14.899999999999999,10.078625954198474,186.3,0.905688622754491,0.9752066115702479
2018,Karnataka,Mandya,Rabi,Wheat,HD-2967,0.51,Rainfed,856.4,11.3,28.6,18.7,62.5,129,6.8,116.9,34.3,25.9,Loamy,23.1,2.68,12.8,0.578,1.49,2018,12,12,346,17.3,6.63875968992248,177.1,3.408163265306123,0.22155688622754488
2025,Rajasthan,Jodhpur,Rabi,Wheat,GW-322,19.38,Drip Irrigated,679.7,14.5,26.2,20.2,37.9,133,6.15,71.7,10.0,65.1,Clay Loam,30.8,3.97,4.0,0.87,1.96,2025,10,30,303,11.7,5.110526315789474,146.8,7.17,0.907949790794979
2019,Karnataka,Dharwad,Kharif,Rice,Swarna,1.99,Irrigated,1393.2,24.7,37.8,30.4,80.8,112,6.76,113.4,54.6,13.4,Clay,31.5,4.52,7.5,0.778,3.45,2019,7,28,209,13.099999999999998,12.439285714285715,181.4,2.076923076923077,0.11816578483245149
2022,Gujarat,Junagadh,Kharif,Soybean,NRC-37,3.58,Irrigated,1028.9,15.4,30.7,24.0,75.4,104,6.8,106.3,27.7,34.8,Loamy,38.6,1.66,8.8,0.764,1.32,2022,6,22,173,15.299999999999999,9.893269230769231,168.8,3.8375451263537905,0.3273753527751646
2018,Gujarat,Ahmedabad,Kharif,Maize,HQPM-1,1.48,Rainfed,614.8,15.4,30.1,24.0,54.3,100,7.18,78.7,59.9,30.3,Sandy Loam,41.8,5.14,1.5,0.644,2.54,2018,7,18,199,14.700000000000001,6.148,168.9,1.313856427378965,0.3850063532401525
2018,Maharashtra,Kolhapur,Kharif,Rice,BPT-5204,5.55,Rainfed,1282.9,20.8,38.6,30.1,80.3,150,6.24,61.4,48.1,8.0,Clay,35.4,3.45,-3.1,0.608,2.19,2018,7,20,201,17.8,8.552666666666667,117.5,1.2765072765072765,0.13029315960912052
2023,Rajasthan,Jodhpur,Rabi,Wheat,GW-322,8.25,Rainfed,681.3,10.1,26.4,16.4,63.1,136,8.07,141.4,48.3,54.7,Loamy,30.6,3.85,-9.7,0.514,1.32,2023,12,3,337,16.299999999999997,5.009558823529411,244.39999999999998,2.927536231884058,0.3868458274398868
2022,Karnataka,Mysuru,Kharif,Soybean,NRC-86,0.47,Irrigated,775.2,22.2,37.6,27.6,53.3,117,6.73,135.8,49.5,90.9,Loamy,37.2,1.87,11.3,0.674,1.37,2022,6,7,158,15.400000000000002,6.625641025641026,276.20000000000005,2.743434343434344,0.6693667157584683
2020,Madhya Pradesh,Jabalpur,Rabi,Maize,HQPM-1,0.41,Irrigated,558.5,19.6,34.5,26.4,61.2,105,6.86,71.5,50.9,73.8,Sandy Loam,57.9,4.18,-0.5,0.735,2.41,2020,11,1,306,14.899999999999999,5.319047619047619,196.2,1.4047151277013752,1.032167832167832
2017,Madhya Pradesh,Jabalpur,Rabi,Groundnut,TG-37A,12.15,Rainfed,647.2,21.9,37.6,27.3,51.0,125,7.12,110.6,42.1,60.2,Sandy Loam,13.2,2.7,-11.7,0.684,0.95,2017,11,20,324,15.700000000000003,5.1776,212.89999999999998,2.6270783847980996,0.5443037974683544
2020,Karnataka,Belagavi,Kharif,Soybean,NRC-86,3.01,Irrigated,854.2,14.1,30.7,22.0,83.5,125,6.96,107.8,51.1,52.2,Black,54.5,1.78,0.2,0.785,1.09,2020,6,13,165,16.6,6.833600000000001,211.10000000000002,2.1095890410958904,0.48423005565862715
2021,Madhya Pradesh,Bhopal,Kharif,Rice,Swarna,23.49,Irrigated,1171.2,22.0,40.9,30.5,65.8,117,6.32,91.0,31.7,67.9,Silty Loam,38.5,4.71,5.3,0.53,2.8,2021,6,15,166,18.9,10.01025641025641,190.60000000000002,2.8706624605678233,0.7461538461538462
2023,Rajasthan,Jodhpur,Kharif,Groundnut,GG-20,1.33,Rainfed,580.8,17.4,35.9,25.7,63.9,129,6.49,155.6,85.2,101.8,Loamy,28.7,2.57,-11.7,0.377,1.23,2023,6,1,152,18.5,4.502325581395349,342.6,1.8262910798122065,0.6542416452442159
2022,Punjab,Bathinda,Rabi,Wheat,HD-3086,9.62,Irrigated,622.1,13.8,28.0,19.6,45.0,121,6.62,153.1,56.4,57.0,Clay Loam,43.4,2.89,5.2,0.74,3.46,2022,10,15,288,14.2,5.141322314049587,266.5,2.7145390070921986,0.372305682560418
2019,Gujarat,Kheda,Kharif,Groundnut,Kadiri-6,0.52,Drip Irrigated,530.3,16.3,27.1,21.7,67.9,134,6.8,151.1,73.5,103.9,Sandy Loam,47.4,2.25,7.1,0.684,1.95,2019,7,29,210,10.8,3.957462686567164,328.5,2.05578231292517,0.6876240900066182
2019,Punjab,Amritsar,Kharif,Maize,P-3396,0.58,Rainfed,799.6,10.1,28.3,18.8,44.8,112,6.22,125.5,77.3,93.8,Silty Loam,25.4,4.44,-0.1,0.708,2.68,2019,7,5,186,18.200000000000003,7.139285714285714,296.6,1.6235446313065978,0.747410358565737
2017,Maharashtra,Pune,Kharif,Maize,HQPM-1,2.38,Irrigated,470.1,15.6,27.8,21.9,66.3,96,6.18,101.4,23.2,101.3,Sandy Loam,37.3,5.85,0.5,0.502,3.09,2017,7,2,183,12.200000000000001,4.8968750000000005,225.9,4.370689655172415,0.9990138067061143
2022,Karnataka,Mandya,Kharif,Groundnut,Kadiri-6,10.91,Rainfed,1026.5,23.4,34.9,29.3,65.9,115,6.55,134.7,32.3,56.5,Loamy,27.4,2.91,1.8,0.57,1.06,2022,7,9,190,11.5,8.92608695652174,223.5,4.170278637770898,0.4194506310319228
2018,Karnataka,Mysuru,Rabi,Wheat,HD-2967,19.02,Rainfed,872.3,17.6,32.4,23.6,64.4,137,6.6,103.9,91.8,63.2,Clay Loam,28.9,2.76,-18.7,0.561,1.14,2018,12,5,339,14.799999999999997,6.367153284671533,258.9,1.1318082788671024,0.6082771896053898
2022,Maharashtra,Nashik,Rabi,Groundnut,GG-20,11.07,Rainfed,895.7,13.6,28.3,21.0,58.0,100,6.68,105.9,35.0,61.0,Sandy Loam,29.8,2.29,-1.8,0.671,1.25,2022,11,17,321,14.700000000000001,8.957,201.9,3.025714285714286,0.5760151085930122
2025,Punjab,Jalandhar,Kharif,Cotton,RCH-2,2.52,Irrigated,893.6,19.6,36.1,26.6,55.6,190,6.57,192.0,41.0,65.6,Sandy Loam,44.0,2.07,10.0,0.61,1.72,2025,7,26,207,16.5,4.703157894736842,298.6,4.682926829268292,0.3416666666666666
2018,Rajasthan,Kota,Kharif,Soybean,JS-335,1.77,Irrigated,812.4,19.5,37.5,27.6,64.8,124,7.14,129.4,49.9,8.7,Sandy Loam,44.3,1.79,-2.3,0.798,1.34,2018,6,27,178,18.0,6.551612903225807,188.0,2.593186372745491,0.06723338485316846
2025,Madhya Pradesh,Jabalpur,Kharif,Soybean,NRC-86,8.64,Irrigated,841.9,11.8,29.7,20.8,81.9,92,6.53,82.9,54.0,78.9,Loamy,33.4,1.44,1.0,0.777,1.22,2025,7,20,201,17.9,9.15108695652174,215.8,1.5351851851851852,0.9517490952955368
2024,Maharashtra,Kolhapur,Kharif,Soybean,NRC-86,0.48,Rainfed,949.4,22.7,36.8,28.8,50.0,104,6.7,173.2,38.1,114.7,Sandy Loam,37.8,1.79,-4.9,0.586,0.92,2024,7,18,200,14.099999999999998,9.128846153846153,326.0,4.545931758530183,0.6622401847575058
2023,Karnataka,Dharwad,Kharif,Cotton,Bunny-Bt,17.43,Rainfed,595.4,18.8,33.9,26.8,75.2,175,7.18,128.5,71.3,61.7,Alluvial,31.6,2.54,-1.4,0.605,1.2,2023,7,30,211,15.099999999999998,3.402285714285714,261.5,1.8022440392706873,0.4801556420233463
2024,Gujarat,Kheda,Rabi,Wheat,HD-2967,1.62,Irrigated,465.4,13.0,24.1,18.6,49.4,123,8.33,43.9,8.9,50.2,Clay Loam,37.4,3.84,7.4,0.637,1.16,2024,10,17,291,11.100000000000001,3.783739837398374,103.0,4.932584269662921,1.1435079726651483
2019,Gujarat,Junagadh,Kharif,Groundnut,TG-37A,0.61,Rainfed,779.2,17.9,34.7,27.2,61.5,123,6.72,77.0,79.1,8.6,Sandy Loam,42.9,2.14,7.5,0.673,1.67,2019,7,3,184,16.800000000000004,6.334959349593496,164.7,0.9734513274336284,0.11168831168831168
2017,Maharashtra,Nashik,Kharif,Rice,Pusa-44,6.58,Rainfed,1160.3,24.8,39.8,29.8,84.3,148,5.08,134.5,60.5,81.4,Silty Loam,42.9,3.6,-9.1,0.669,2.05,2017,6,29,180,14.999999999999996,7.839864864864865,276.4,2.2231404958677685,0.6052044609665428
2020,Gujarat,Banaskantha,Kharif,Rice,Swarna,2.06,Rainfed,1064.4,21.8,36.6,27.7,73.0,149,6.99,80.8,64.5,85.1,Clay Loam,22.6,4.35,5.8,0.471,2.51,2020,7,4,186,14.8,7.143624161073826,230.4,1.2527131782945735,1.0532178217821782
2017,Punjab,Patiala,Kharif,Soybean,NRC-37,19.34,Irrigated,478.7,16.4,30.7,24.8,60.6,110,6.98,112.4,52.9,67.9,Loamy,43.2,2.48,-9.0,0.836,1.14,2017,6,4,155,14.3,4.351818181818182,233.20000000000002,2.12476370510397,0.6040925266903915
2021,Maharashtra,Nagpur,Rabi,Wheat,HD-3086,1.98,Drip Irrigated,400.4,13.4,24.0,18.9,64.1,121,7.01,99.8,62.0,72.9,Loamy,41.4,2.87,4.7,0.656,2.8,2021,11,18,322,10.6,3.309090909090909,234.70000000000002,1.6096774193548387,0.7304609218436875
2018,Rajasthan,Udaipur,Kharif,Cotton,Bt-Cotton,2.84,Rainfed,686.8,17.0,31.2,25.6,41.8,164,5.77,80.2,29.6,79.6,Black,30.2,2.56,-0.1,0.617,1.12,2018,7,30,211,14.2,4.18780487804878,189.4,2.709459459459459,0.9925187032418952
2018,Maharashtra,Nashik,Kharif,Maize,DHM-117,0.52,Drip Irrigated,750.6,15.2,29.4,23.0,73.2,105,7.28,111.4,45.5,77.5,Sandy Loam,42.0,4.65,5.1,0.723,3.88,2018,6,21,172,14.2,7.148571428571429,234.4,2.4483516483516485,0.6956912028725314
2019,Madhya Pradesh,Ujjain,Kharif,Soybean,NRC-86,2.04,Rainfed,839.9,19.6,34.4,25.8,61.7,94,6.61,95.6,32.9,64.2,Black,24.5,1.91,-2.7,0.592,0.95,2019,6,1,152,14.799999999999997,8.935106382978724,192.7,2.905775075987842,0.6715481171548118
2021,Rajasthan,Kota,Kharif,Cotton,Bunny-Bt,9.01,Rainfed,845.8,27.5,43.5,33.7,47.5,184,6.7,115.8,67.2,68.1,Alluvial,22.8,1.84,7.5,0.53,1.11,2021,7,19,200,16.0,4.596739130434782,251.1,1.7232142857142856,0.5880829015544041
2021,Gujarat,Banaskantha,Kharif,Maize,DHM-117,7.36,Irrigated,915.8,20.2,34.9,28.5,66.3,121,7.65,127.9,68.0,75.0,Loamy,40.3,4.1,0.6,0.529,2.5,2021,7,5,186,14.7,7.568595041322314,270.9,1.8808823529411764,0.5863956215793589
2021,Gujarat,Kheda,Kharif,Soybean,NRC-86,5.03,Rainfed,799.2,10.4,24.8,19.2,66.0,103,7.56,82.6,37.5,13.7,Loamy,20.4,1.94,7.6,0.611,0.88,2021,6,20,171,14.4,7.759223300970874,133.79999999999998,2.2026666666666666,0.16585956416464892
2022,Punjab,Amritsar,Kharif,Cotton,RCH-2,0.76,Rainfed,607.1,17.9,31.2,23.7,63.2,188,7.19,136.0,52.4,38.6,Sandy Loam,37.5,2.09,2.8,0.651,1.49,2022,6,28,179,13.3,3.2292553191489364,227.0,2.595419847328244,0.2838235294117647
2018,Rajasthan,Udaipur,Rabi,Wheat,GW-322,18.27,Rainfed,560.4,11.9,25.7,17.3,47.1,146,5.75,92.2,50.4,56.0,Clay Loam,34.7,3.64,-5.4,0.637,1.94,2018,11,7,311,13.799999999999999,3.8383561643835615,198.6,1.8293650793650795,0.6073752711496746
2017,Maharashtra,Pune,Kharif,Cotton,Bt-Cotton,2.01,Rainfed,628.9,13.5,31.0,21.4,66.8,186,6.2,73.2,67.0,43.9,Black,27.0,2.28,14.5,0.607,1.41,2017,7,5,186,17.5,3.3811827956989244,184.1,1.0925373134328358,0.5997267759562841
